Date,Boro,Year,Month,Day,DayOfWeek,IsWeekend,Season,Vol,Temperature,Rainfall,TempAnomaly,RainAnomaly
2022-02-04,Manhattan,2022,2,4,5,1,Winter,450,68.06665448280138,5.286058965818358,2.5057793723231594,-0.19098194313686204
2022-02-05,Manhattan,2022,2,5,6,1,Winter,228,79.27817845221738,2.2009818981492764,-0.8434451378029435,-0.5643478739592618
2022-02-06,Manhattan,2022,2,6,0,0,Winter,432,72.1442769223814,0.741060446788442,-4.755985201653141,0.67047308800894
2022-02-07,Manhattan,2022,2,7,1,0,Winter,422,78.65395069794886,1.4514980222189668,-1.8049779545345506,-0.16918279184127033
2022-02-08,Manhattan,2022,2,8,2,0,Winter,188,69.7823816293034,0.4339301586151123,-0.47552337228659,-0.27708720942104315
2022-02-09,Manhattan,2022,2,9,3,0,Winter,555,66.34457095931245,7.731387655761959,-2.4360119658031603,-0.060561581706189
2022-02-10,Manhattan,2022,2,10,4,0,Winter,581,60.17017961889685,1.2565543996170163,1.688250822868267,-0.15258169496548313
2022-02-11,Manhattan,2022,2,11,5,1,Winter,364,75.63432657594261,0.6925268918275833,-0.01674604597202478,0.3688718374027459
2022-02-12,Manhattan,2022,2,12,6,1,Winter,476,65.55957805782943,0.07967554534048474,-1.9321569200287914,0.2230920452438215
2022-02-13,Manhattan,2022,2,13,0,0,Winter,441,74.35679630195996,2.608644803901935,2.1662784986215335,0.6199806966204084
2022-02-14,Manhattan,2022,2,14,1,0,Winter,345,70.5994678330817,4.098408393393804,-0.6509746865702399,-0.0607184666971972
2022-02-15,Manhattan,2022,2,15,2,0,Winter,615,72.36217472401702,1.7305583636367563,-2.318788920687192,0.06719333504048033
2022-02-16,Manhattan,2022,2,16,3,0,Winter,428,76.3331995491003,1.1103309001773596,-0.22011298825866002,-0.26954898776720726
2022-02-17,Manhattan,2022,2,17,4,0,Winter,767,67.57341810526549,4.145229291002799,0.3126546227510656,0.31566674861933597
2022-02-18,Manhattan,2022,2,18,5,1,Winter,357,67.69233206907829,1.9089144597852472,4.7662749898302765,-0.5821864898685616
2022-02-19,Manhattan,2022,2,19,6,1,Winter,466,68.84120831360617,0.5313336637527435,0.5307121453501404,-0.005654233491866004
2022-02-20,Manhattan,2022,2,20,0,0,Winter,598,75.30176886219094,2.1097027746929244,-0.7321951081960025,0.19448925272904136
2022-02-21,Manhattan,2022,2,21,1,0,Winter,432,67.62607147749364,2.6567327956760174,-1.9804313514352352,0.35678374888564696
2022-02-22,Manhattan,2022,2,22,2,0,Winter,786,69.12244859521142,0.011860732920467854,0.32868337401571507,-0.31955356889508335
2022-02-23,Manhattan,2022,2,23,3,0,Winter,646,73.98162249544572,0.6240083427344207,-0.6674974599780814,-0.17125726642116545
2022-02-24,Manhattan,2022,2,24,4,0,Winter,563,73.89372657926535,2.981610268186379,1.6558890517211264,-0.2517738129299874
2022-02-25,Manhattan,2022,2,25,5,1,Winter,428,73.98401283123047,0.18647447135299444,0.538530209657544,0.3495701568040011
2022-02-26,Manhattan,2022,2,26,6,1,Winter,468,70.24525786418168,0.49260731134563684,2.9104598022357546,0.3901376903443551
2022-02-27,Manhattan,2022,2,27,0,0,Winter,563,73.81306467417411,6.820796653292276,0.4449389418298228,-0.17259204839201508
2022-02-28,Manhattan,2022,2,28,1,0,Winter,101,71.42996534818198,0.21366471109991395,-2.7854296132493754,-0.3065825580640293
2022-03-01,Manhattan,2022,3,1,2,0,Spring,593,74.15643288492463,4.961544871595315,-1.7561356784122537,-0.13931161729104632
2022-03-02,Manhattan,2022,3,2,3,0,Spring,495,86.34243047969424,0.43364943750202656,-0.04370826570225384,-0.8172702278248426
2022-03-03,Manhattan,2022,3,3,4,0,Spring,578,68.00545321061752,1.6693541555756573,1.204288495291204,-0.7824147851566656
2022-03-04,Manhattan,2022,3,4,5,1,Spring,458,81.54814998175405,1.4130992884087987,4.894517643097312,-0.6430018472136642
2022-03-05,Manhattan,2022,3,5,6,1,Spring,540,79.0288464901618,1.8430530595684294,1.3321177111215854,0.5398895944628928
2022-03-06,Manhattan,2022,3,6,0,0,Spring,441,77.43439610640611,4.729721601800395,1.1727236237268894,0.3937531085908097
2022-03-07,Manhattan,2022,3,7,1,0,Spring,745,74.26350813345555,2.6346984647487695,-2.5361171067000803,-0.44657233364304577
2022-03-08,Manhattan,2022,3,8,2,0,Spring,600,76.017874213315,1.6022429577166084,0.7171042799133932,0.3239315744912596
2022-03-09,Manhattan,2022,3,9,3,0,Spring,706,86.34885964890395,0.8605901030823588,-2.627280867121516,-0.12965530981238374
2022-03-10,Manhattan,2022,3,10,4,0,Spring,688,76.83551174067051,3.7818341663289554,-1.1612281757501515,0.2043428905359028
2022-03-11,Manhattan,2022,3,11,5,1,Spring,472,75.39807457676348,1.0012866938486695,1.7295310383406428,0.6035442902877118
2022-03-12,Manhattan,2022,3,12,6,1,Spring,296,72.92869736316369,1.7778562101626638,1.9086157347889798,0.11135740781881173
2022-03-13,Manhattan,2022,3,13,0,0,Spring,536,74.84261546600418,0.6661661891266704,-0.8296028920108078,0.39849820741806885
2022-03-14,Manhattan,2022,3,14,1,0,Spring,644,76.8990458078165,0.04952060151845217,-1.1172364839299533,0.3906415154784878
2022-03-15,Manhattan,2022,3,15,2,0,Spring,407,70.5318977404138,10.688107940711548,-0.540552298202889,0.6291475170302804
2022-03-16,Manhattan,2022,3,16,3,0,Spring,469,83.03399715952413,3.5236745549548156,3.7862388532837783,0.482132225689005
2022-03-17,Manhattan,2022,3,17,4,0,Spring,637,77.80964326292471,0.4224552810192108,-5.393972955032701,0.5242067216677454
2022-03-18,Manhattan,2022,3,18,5,1,Spring,477,84.64561321867258,10.892660948791077,-0.26456016528137516,-0.2646520028359131
2022-03-19,Manhattan,2022,3,19,6,1,Spring,446,82.27268733931021,1.1372279226779938,2.2115703666398487,-0.11448468343336074
2022-03-20,Manhattan,2022,3,20,0,0,Spring,417,84.39244182930014,0.23170176520943642,-0.32594770454703004,0.3499684780850489
2022-03-21,Manhattan,2022,3,21,1,0,Spring,385,70.64101922912205,4.632820095614863,-2.3619388259671665,-0.07788687953090502
2022-03-22,Manhattan,2022,3,22,2,0,Spring,777,80.21842626765508,1.2189916605129838,1.301669098334638,0.4059863281587374
2022-03-23,Manhattan,2022,3,23,3,0,Spring,589,75.51140200419552,2.9010106230165005,1.75466509612563,-0.11659524607935562
2022-03-24,Manhattan,2022,3,24,4,0,Spring,563,77.08624582742983,0.6199542302638292,-2.452557918928365,0.33925899489822187
2022-03-25,Manhattan,2022,3,25,5,1,Spring,388,74.32312071862991,0.553935719653964,-0.6263861699993193,-0.8349673599856584
2022-03-26,Manhattan,2022,3,26,6,1,Spring,281,78.39603054180293,1.106838459149003,1.3181836432461023,-0.20663865289604028
2022-03-27,Manhattan,2022,3,27,0,0,Spring,642,77.78866550308396,1.6180420090271357,-1.5484380628439325,0.1276593969446255
2022-03-28,Manhattan,2022,3,28,1,0,Spring,517,66.72133600003203,0.2873841969986607,-0.08312707569728019,1.1523619306261446
2022-03-29,Manhattan,2022,3,29,2,0,Spring,523,81.58272351981229,0.9706208240240812,-0.4809001654747208,-0.2849646852342764
2022-03-30,Manhattan,2022,3,30,3,0,Spring,690,78.09238093725506,0.08055717311799526,-0.343950111436205,0.2832490877342622
2022-03-31,Manhattan,2022,3,31,4,0,Spring,673,72.46119987466169,1.8751954621726517,-0.3438361386970494,0.6588090427366685
2022-04-01,Manhattan,2022,4,1,5,1,Spring,539,74.49286082038432,0.8212488968670876,2.572176610944051,-0.38176877268354886
2022-04-02,Manhattan,2022,4,2,6,1,Spring,352,76.5487755585145,5.233724165455771,2.1988191102733277,-0.7777837399541202
2022-04-03,Manhattan,2022,4,3,0,0,Spring,648,72.08182538894377,1.5173739691629538,0.9483263319269823,-0.23887999468945126
2022-04-04,Manhattan,2022,4,4,1,0,Spring,759,80.68883033256918,4.563781228587057,-0.4239734219445025,0.27219030053167986
2022-04-05,Manhattan,2022,4,5,2,0,Spring,383,87.51171977481414,2.044689366509939,-3.3229942356193294,-0.46424650834020786
2022-04-06,Manhattan,2022,4,6,3,0,Spring,421,80.96440793574136,3.1646882157882343,-1.8685797354490528,-0.3532474835940513
2022-04-07,Manhattan,2022,4,7,4,0,Spring,380,82.63577367261912,1.6796775012368206,2.2247965656637128,0.354750461350697
2022-04-08,Manhattan,2022,4,8,5,1,Spring,254,72.58396854398809,1.7511297612542156,-1.7982355404747208,-0.007602850305922217
2022-04-09,Manhattan,2022,4,9,6,1,Spring,408,72.30399638345297,2.7884323818791397,-0.6230617927318277,0.6164097882734146
2022-04-10,Manhattan,2022,4,10,0,0,Spring,648,75.51783556542838,1.0311366917144569,2.1838280427806693,-0.9198820957230649
2022-04-11,Manhattan,2022,4,11,1,0,Spring,730,83.60534989874111,0.2546075964346528,-2.609106341847886,0.037492952659185695
2022-04-12,Manhattan,2022,4,12,2,0,Spring,707,75.57749027656729,1.7953230495655779,3.4867127903359756,0.007331319412748765
2022-04-13,Manhattan,2022,4,13,3,0,Spring,400,82.79299262854276,0.18049796391278505,-0.22273759948296865,0.36336035570695
2022-04-14,Manhattan,2022,4,14,4,0,Spring,827,78.90631247576856,2.4826699047440535,-4.8299783277441035,0.6535031721038147
2022-04-15,Manhattan,2022,4,15,5,1,Spring,333,81.91811741193298,1.169011165664038,-2.0671830978629044,0.40132395714229147
2022-04-16,Manhattan,2022,4,16,6,1,Spring,411,74.80439944876579,0.6072107693180442,-0.5628383286466545,-0.2888940047750665
2022-04-17,Manhattan,2022,4,17,0,0,Spring,487,75.25503875714587,0.5592593480414457,2.771951942501324,0.18404949117181152
2022-04-18,Manhattan,2022,4,18,1,0,Spring,532,79.47919523008274,1.8871161359453443,2.137065877018547,1.0171305542834508
2022-04-19,Manhattan,2022,4,19,2,0,Spring,578,78.95644448638046,1.9432643293936507,1.427139005395782,-0.23312860363210994
2022-04-20,Manhattan,2022,4,20,3,0,Spring,568,71.05634902373913,1.8733507785105947,0.810529875627295,-0.32916609591198265
2022-04-21,Manhattan,2022,4,21,4,0,Spring,546,82.68542210543252,4.040760733019162,-0.1981043713687598,0.24059809326609183
2022-04-22,Manhattan,2022,4,22,5,1,Spring,411,70.2515196495358,2.607060294514323,-1.0186772601823468,1.2078733932221308
2022-04-23,Manhattan,2022,4,23,6,1,Spring,351,77.92382769223391,5.06409197789446,-2.2047444321818404,-0.9391340591287011
2022-04-24,Manhattan,2022,4,24,0,0,Spring,474,80.27564835296509,2.6030893604362255,2.0250102005531234,-0.5904535119546285
2022-04-25,Manhattan,2022,4,25,1,0,Spring,301,76.49000140455614,1.4564714244848902,0.21846550526577563,-0.18408724287017067
2022-04-26,Manhattan,2022,4,26,2,0,Spring,493,72.98080483713012,2.8607532380331047,1.9601264433976182,-0.40302390312332886
2022-04-27,Manhattan,2022,4,27,3,0,Spring,473,78.00588034553739,0.34028909180242956,4.611758120254981,0.5913357514661873
2022-04-28,Manhattan,2022,4,28,4,0,Spring,955,79.44789100217598,3.000343479530962,0.8689624248136602,-0.19998297522316888
2022-04-29,Manhattan,2022,4,29,5,1,Spring,264,75.379607743633,2.02051047041061,-0.3054635888293561,0.8671601399933155
2022-04-30,Manhattan,2022,4,30,6,1,Spring,414,73.21378499792122,0.8013686258345842,2.0197606476417413,-0.6557563835180363
2022-05-01,Manhattan,2022,5,1,0,0,Spring,326,71.34748566193234,1.130404381081462,-0.887656205874052,-0.03238572077081276
2022-05-02,Manhattan,2022,5,2,1,0,Spring,329,74.67806917924985,1.8253065309578422,0.8782069083763638,-0.05599601282047127
2022-05-03,Manhattan,2022,5,3,2,0,Spring,569,75.05737364208403,2.825712084602166,3.7968703637346937,0.6218105010322501
2022-05-04,Manhattan,2022,5,4,3,0,Spring,401,84.41793404149547,0.5856355349550907,-1.2222430230815262,-0.4661871622629066
2022-05-05,Manhattan,2022,5,5,4,0,Spring,550,70.8921023531102,3.091958155559252,-1.8759698970952392,-0.17949493969519728
2022-05-06,Manhattan,2022,5,6,5,1,Spring,357,79.22625277249867,1.5310977736069886,-2.134361718228263,0.26426502029536225
2022-05-07,Manhattan,2022,5,7,6,1,Spring,339,75.2331650701999,1.419325258674326,2.47930825331198,-0.24864669152771607
2022-05-08,Manhattan,2022,5,8,0,0,Spring,246,77.78481517962746,1.894424644489019,1.1946232442529463,0.4945177560975836
2022-05-09,Manhattan,2022,5,9,1,0,Spring,366,74.00258539680767,10.169556500500164,2.5440181079680566,0.1891779504695954
2022-05-10,Manhattan,2022,5,10,2,0,Spring,577,81.33464502322656,1.018695899285376,1.5021864060990346,0.25871553537838676
2022-05-11,Manhattan,2022,5,11,3,0,Spring,635,68.80509484871601,0.6727919215066867,0.4462015552142582,0.04157209338848496
2022-05-12,Manhattan,2022,5,12,4,0,Spring,476,78.09004343851299,8.74404369915796,0.48064704635430483,0.42057184118461116
2022-05-13,Manhattan,2022,5,13,5,1,Spring,400,77.4508855752956,0.09766817186027765,0.16477467515723174,0.9689362697843484
2022-05-14,Manhattan,2022,5,14,6,1,Spring,512,82.59982497111432,1.242627083323896,-1.365317124815467,0.08087533802545442
2022-05-15,Manhattan,2022,5,15,0,0,Spring,766,76.19817250393626,0.08763538604791597,0.25480072508731233,-0.18680217240433497
2022-05-16,Manhattan,2022,5,16,1,0,Spring,385,79.80349002255396,0.873480124399066,-0.6082133759102355,0.004652597026862742
2022-05-17,Manhattan,2022,5,17,2,0,Spring,532,79.31867784887295,10.325055767338384,1.4059408491333523,0.12221595960460628
2022-05-18,Manhattan,2022,5,18,3,0,Spring,730,74.08594432226134,0.9134353809058666,-2.128917280007686,-0.002953644865998497
2022-05-19,Manhattan,2022,5,19,4,0,Spring,480,76.90169425175111,1.252514036372304,-2.2777881074065176,0.9407350702345127
2022-05-20,Manhattan,2022,5,20,5,1,Spring,395,76.65240207564118,0.3443943690508604,3.13027070651015,0.089518458800791
2022-05-21,Manhattan,2022,5,21,6,1,Spring,391,82.91852735305973,5.3836765994591245,-0.3334763853180028,0.07850280465965083
2022-05-22,Manhattan,2022,5,22,0,0,Spring,417,78.5166129386018,0.8024893049150705,2.6125052278016425,0.9864415712407597
2022-05-23,Manhattan,2022,5,23,1,0,Spring,483,78.77351915497806,0.17450681049376726,2.0622252125592064,-0.0782422168691642
2022-05-24,Manhattan,2022,5,24,2,0,Spring,546,89.03851516778197,0.7118079988285899,-1.608517883473495,0.10936669090012084
2022-05-25,Manhattan,2022,5,25,3,0,Spring,488,79.40199863762078,0.0773916831240058,-1.8749778273643698,0.4986284616918727
2022-05-26,Manhattan,2022,5,26,4,0,Spring,717,79.13291346503519,0.19824225675093504,-1.2040581930982244,0.04976423573970321
2022-05-27,Manhattan,2022,5,27,5,1,Spring,352,79.97892120306939,1.687203164263808,-3.9955615115567493,-0.10210141731477318
2022-05-28,Manhattan,2022,5,28,6,1,Spring,357,85.06071926738782,0.29334430690382224,0.6446939421869744,-0.22208057163894565
2022-05-29,Manhattan,2022,5,29,0,0,Spring,655,82.12794957871763,0.16023144777864218,-1.0546480658442923,-0.3836833896255444
2022-05-30,Manhattan,2022,5,30,1,0,Spring,392,79.0126889687211,2.4497782196009403,-2.843730103757872,0.5246935729533568
2022-05-31,Manhattan,2022,5,31,2,0,Spring,544,74.26574305434322,1.5919367968195919,-1.7073165238610586,-0.5729520369280975
2022-06-01,Manhattan,2022,6,1,3,0,Summer,317,71.78526025205099,8.410067118200208,2.4279543890087716,0.06782598438692461
2022-06-02,Manhattan,2022,6,2,4,0,Summer,725,70.70754339938594,0.5282651828601956,2.2918040421214836,-0.15323238555932775
2022-06-03,Manhattan,2022,6,3,5,1,Summer,373,60.818543281106756,0.30764546897262335,2.377037819180851,-0.7144195074837988
2022-06-04,Manhattan,2022,6,4,6,1,Summer,353,62.294844768030806,1.021697960793972,-1.3443753342953693,-0.07433600814715453
2022-06-05,Manhattan,2022,6,5,0,0,Summer,364,61.02808567791067,0.9433287577703595,3.0940362118203,0.5104807001309153
2022-06-06,Manhattan,2022,6,6,1,0,Summer,549,77.0725745422937,0.7938856091350317,-1.7446219382262989,0.20023560115718514
2022-06-07,Manhattan,2022,6,7,2,0,Summer,430,73.09168945880488,6.265386610887147,1.3039237340173107,-0.3845470577771032
2022-06-08,Manhattan,2022,6,8,3,0,Summer,470,58.2477230640036,0.4141457248479128,-0.35449493698152945,0.3101127843807921
2022-06-09,Manhattan,2022,6,9,4,0,Summer,743,72.33515793047057,0.09882924986378509,2.8400756854761684,0.20224988009876013
2022-06-10,Manhattan,2022,6,10,5,1,Summer,382,70.31915969071757,0.6028645066544414,1.3905929290445882,0.05157237406134456
2022-06-11,Manhattan,2022,6,11,6,1,Summer,293,68.71869779089863,2.3545377514416224,-3.0920711814623005,0.14988418575142748
2022-06-12,Manhattan,2022,6,12,0,0,Summer,574,66.27738980873315,0.6617051611233657,2.9204924128135112,-0.26956086864892165
2022-06-13,Manhattan,2022,6,13,1,0,Summer,496,63.65487361727887,2.025499351238633,-0.6812714995735024,-0.3489650587242697
2022-06-14,Manhattan,2022,6,14,2,0,Summer,639,74.31314003965396,1.929267646660829,-1.3966027013379425,-0.9289943260683547
2022-06-15,Manhattan,2022,6,15,3,0,Summer,765,67.11532664051492,0.7615290367975831,-0.6750300150261719,-0.3966261746573189
2022-06-16,Manhattan,2022,6,16,4,0,Summer,401,69.33866325854984,2.656767675569082,-2.43076223691575,0.07822863285536523
2022-06-17,Manhattan,2022,6,17,5,1,Summer,445,72.93414050293997,3.757864281367112,-0.9809414522704956,0.010985035850341779
2022-06-18,Manhattan,2022,6,18,6,1,Summer,408,72.67500138498801,3.405216291378785,-2.503310743214357,0.21514310244273602
2022-06-19,Manhattan,2022,6,19,0,0,Summer,684,68.03295031516373,1.0712231611832976,2.917680683912102,-0.6761500384163579
2022-06-20,Manhattan,2022,6,20,1,0,Summer,516,67.29695291395319,4.216828305022193,-0.15201500784091343,-0.15176007255852092
2022-06-21,Manhattan,2022,6,21,2,0,Summer,675,71.2972545761729,0.20211361814290285,-4.6007075605738486,0.011534560041794614
2022-06-22,Manhattan,2022,6,22,3,0,Summer,288,64.1086061949557,2.8332757426608093,-2.469057623954376,-0.3956244264304795
2022-06-23,Manhattan,2022,6,23,4,0,Summer,803,71.53069239274336,0.8982370392893128,-0.63745703883246,0.5247243857206458
2022-06-24,Manhattan,2022,6,24,5,1,Summer,486,70.86740614560176,2.154449416439838,-5.593927221693932,-0.6316728515369003
2022-06-25,Manhattan,2022,6,25,6,1,Summer,385,71.25289033585105,10.646839353599121,-4.222111013459331,0.2711137628382893
2022-06-26,Manhattan,2022,6,26,0,0,Summer,333,68.61037975419492,0.8357405662536621,-3.412981924392992,-0.3121593376241751
2022-06-27,Manhattan,2022,6,27,1,0,Summer,646,61.376321328685776,5.046774428085757,1.9723159757275177,0.10042569911074901
2022-06-28,Manhattan,2022,6,28,2,0,Summer,622,59.96647528072156,4.124943129550267,0.5358738031445168,0.6936144256788384
2022-06-29,Manhattan,2022,6,29,3,0,Summer,549,63.54095834765771,6.9524501546486475,-0.4144804914710494,0.12175893436738454
2022-06-30,Manhattan,2022,6,30,4,0,Summer,573,71.82919114241648,1.2184384278953075,-2.8398441957833476,0.014237884981972612
2022-07-01,Manhattan,2022,7,1,5,1,Summer,342,59.238983730457846,1.482222958864275,-0.9563944970357793,0.8962330487978633
2022-07-02,Manhattan,2022,7,2,6,1,Summer,437,56.329529549618954,8.607995070012953,-2.3976823228139574,-0.17334999770237663
2022-07-03,Manhattan,2022,7,3,0,0,Summer,594,56.09013971509205,3.4484398884881027,0.2229572934701754,-0.17126366521566433
2022-07-04,Manhattan,2022,7,4,1,0,Summer,508,62.757835174063544,0.3525530230253935,1.09063581223347,-0.09320328365641393
2022-07-05,Manhattan,2022,7,5,2,0,Summer,350,51.94579507784966,0.16502665355801582,-0.39108579157163503,-0.01413927578292174
2022-07-06,Manhattan,2022,7,6,3,0,Summer,655,63.74088216545222,0.7589113190770149,0.610309095688121,0.32099382690871353
2022-07-07,Manhattan,2022,7,7,4,0,Summer,633,62.24648005618794,0.25866651138511343,2.133813689977721,-0.36509694114454255
2022-07-08,Manhattan,2022,7,8,5,1,Summer,316,55.649687397781726,0.44628881228458295,0.06637869927487981,0.3606428902424667
2022-07-09,Manhattan,2022,7,9,6,1,Summer,241,59.511260343210296,2.1508772409612185,-2.0711551478804706,-0.276382960075298
2022-07-10,Manhattan,2022,7,10,0,0,Summer,581,64.46550106858133,3.1349743317840675,3.7782328476408713,-1.0155947739819335
2022-07-11,Manhattan,2022,7,11,1,0,Summer,498,66.75457547633127,2.304261604239965,0.4857028819539954,0.014395425469740934
2022-07-12,Manhattan,2022,7,12,2,0,Summer,588,67.4448519715425,0.6861209124326706,-0.9673520097311469,-0.24764918456762336
2022-07-13,Manhattan,2022,7,13,3,0,Summer,356,61.85533606423634,0.009160591289401054,-0.2947146466472985,0.1831156143303289
2022-07-14,Manhattan,2022,7,14,4,0,Summer,406,58.927633782437155,1.6230297013277057,0.49867916347514224,0.722293352954901
2022-07-15,Manhattan,2022,7,15,5,1,Summer,509,62.27747294969572,5.833250596783258,-0.2936973916207864,-0.48386259707328105
2022-07-16,Manhattan,2022,7,16,6,1,Summer,440,58.70944444871966,0.29552663769572973,-1.3997613145347485,-0.9048099240954321
2022-07-17,Manhattan,2022,7,17,0,0,Summer,638,54.985381239479416,0.08390184491872787,1.3081147158595106,-0.7668632295064948
2022-07-18,Manhattan,2022,7,18,1,0,Summer,822,64.2207174139897,2.4419573730880266,-0.18498977398215155,-1.3646369222195336
2022-07-19,Manhattan,2022,7,19,2,0,Summer,569,63.47329387948317,0.14184186607599258,-1.23282640199585,-0.978556761577004
2022-07-20,Manhattan,2022,7,20,3,0,Summer,250,66.30501873823651,0.25376582238823175,-3.730067619963456,0.3747948658971446
2022-07-21,Manhattan,2022,7,21,4,0,Summer,600,68.33279644668836,0.2244476889858729,-1.1122314310883235,0.369896913083832
2022-07-22,Manhattan,2022,7,22,5,1,Summer,517,67.35928969044672,1.150667341426015,0.7468005628457777,-0.2780951015233313
2022-07-23,Manhattan,2022,7,23,6,1,Summer,606,63.94657852542215,0.7011572439223528,1.2952562578274676,-0.2907844501504047
2022-07-24,Manhattan,2022,7,24,0,0,Summer,343,59.81772864408328,1.6088661245632674,-2.5486806299224325,-0.16438795644127357
2022-07-25,Manhattan,2022,7,25,1,0,Summer,377,59.54358361678749,2.3515261764729267,3.022637676764116,0.47787106096972226
2022-07-26,Manhattan,2022,7,26,2,0,Summer,444,57.93568530479049,0.8705702610313892,-2.1369913172018338,0.2631989949395476
2022-07-27,Manhattan,2022,7,27,3,0,Summer,392,56.09469400839959,0.6953778099268675,-1.2202365285683274,0.15688101294790643
2022-07-28,Manhattan,2022,7,28,4,0,Summer,453,58.04953607294059,0.2160115260630846,0.3542987022102099,-0.22050468285534922
2022-07-29,Manhattan,2022,7,29,5,1,Summer,381,63.06918811004629,0.12962884236815989,0.8360541133493002,-0.23051055836833034
2022-07-30,Manhattan,2022,7,30,6,1,Summer,280,61.92338510166621,1.3692650878801942,-0.04157634769339649,-0.7155850356007515
2022-07-31,Manhattan,2022,7,31,0,0,Summer,856,53.97171675090813,1.122906199656427,-1.1851307752983453,-1.5602756812506817
